wet weather : 7,horrible hotel : 0,feedback : 0,dirty chair : 0,correct room : 0,disappointing dinner : 5,dirty cup : 0
worst breakfast : 7,horrible noise : 0,folk : 0,dirty clothe : 0,correct service : 0,horrible room : 5,dirty curtain : 0
bare foot : 6,horrible pillow : 0,friday : 0,dirty cup : 0,correct spelling : 0,involve : 5,dirty dish : 0
claustrophobic room : 6,horrible room : 0,fry : 0,dirty curtain : 0,correct time : 0,mediocre service : 5,dirty feel : 0
correct exit : 6,horrible service : 0,funny experience : 0,dirty dish : 0,correct way : 0,mixed bag : 5,dirty filter : 0
dirty bathroom : 6,horrible smell : 0,garbage : 0,dirty feel : 0,cramped area : 0,mixed feeling : 5,dirty floor : 0
dirty clothe : 6,horrible start : 0,gesture : 0,dirty filter : 0,cramped bedroom : 0,not waste : 5,dirty glass : 0
dirty wall : 6,horrible wifi : 0,gotemba : 0,dirty glass : 0,cramped feel : 0,outdated bathroom : 5,dirty hallway : 0
disappointing bathroom : 6,hotspot : 0,gripe : 0,dirty hallway : 0,cramped hotel : 0,packet : 5,dirty hotel : 0
disappointing dinner : 6,improve : 0,handful : 0,dirty hotel : 0,cramped lobby : 0,poor reception : 5,dirty linen : 0
disappointing room : 6,improvement : 0,hanger : 0,dirty linen : 0,cramped quarters : 0,smallest bathroom : 5,dirty luggage : 0
exciting area : 6,inch : 0,horrible bed : 0,dirty luggage : 0,cramped size : 0,stiff bed : 5,dirty restaurant : 0
exciting breakfast : 6,inconsistent : 0,horrible breakfast : 0,dirty restaurant : 0,cramped space : 0,wet towel : 5,dirty room : 0
minor annoyance : 6,inconsistent service : 0,horrible door : 0,dirty room : 0,crap : 0,worst breakfast : 5,dirty rug : 0
minor gripe : 6,inconsistent signal : 0,horrible experience : 0,dirty rug : 0,crazy amount : 0,annoying noise : 4,dirty sheet : 0
mixed bag : 6,insist : 0,horrible floor : 0,dirty sheet : 0,crazy city : 0,cramped space : 4,dirty stain : 0
mixed feeling : 6,involve : 0,horrible food : 0,dirty stain : 0,crazy hour : 0,cry : 4,dirty toilet : 0
mixed reviews : 6,joke : 0,horrible hotel : 0,dirty toilet : 0,crazy kid : 0,dirty hotel : 4,dirty towel : 0
not affect : 6,lighting : 0,horrible pillow : 0,dirty towel : 0,crazy night : 0,disappointing lounge : 4,dirty wall : 0
outdated decor : 6,liking : 0,horrible room : 0,dirty wall : 0,crazy number : 0,disappointing service : 4,dirty water : 0
poor food : 6,little disappointing : 0,horrible service : 0,dirty water : 0,crazy price : 0,drunk person : 4,disappointing area : 0
poor level : 6,little uncomfortable : 0,horrible smell : 0,disappointing area : 0,crazy shopper : 0,exciting area : 4,disappointing bathroom : 0
poor light : 6,london : 0,horrible start : 0,disappointing bathroom : 0,crazy shopping : 0,exciting breakfast : 4,disappointing breakfast : 0
poor room : 6,meat : 0,horrible wifi : 0,disappointing breakfast : 0,crazy station : 0,exciting part : 4,disappointing buffet : 0
poor signal : 6,mediocre : 0,hotspot : 0,disappointing buffet : 0,crazy time : 0,existent service : 4,disappointing choice : 0
prepay : 6,mediocre breakfast : 0,improve : 0,disappointing choice : 0,crazy view : 0,funny smell : 4,disappointing dinner : 0
